name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
quezon city,2/16/2023,31.9,23.8,27.4,34,23.8,28.1,19.1,61.3,0.005,100,4.17,rain,0,0,51.8,29.1,79,1013.7,51.8,9.5,117.9,10.2,6,10,2023-02-16T06:19:45,2023-02-16T18:00:19,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,2/17/2023,31.3,22.8,26.6,31.3,22.8,26.9,17.8,59.7,0,0,0,,0,0,43.2,29.2,71.6,1013.5,49.9,9.7,158.8,13.8,7,10,2023-02-17T06:19:18,2023-02-17T18:00:38,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,2/18/2023,30.4,23.7,26.7,32.5,23.7,27.7,20.1,67.8,0,0,0,rain,0,0,33.5,17.8,43.4,1011.7,72.1,9.5,104.6,9.2,4,10,2023-02-18T06:18:51,2023-02-18T18:00:57,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,2/19/2023,26.9,24,25.6,28.7,24,25.9,22.2,82.2,1.198,100,16.67,rain,0,0,22.7,19.6,344.2,1008.4,97.3,8.8,45.3,4,2,10,2023-02-19T06:18:23,2023-02-19T18:01:14,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,2/20/2023,31.1,24,26.6,36.6,24,28.5,23.5,84.1,4.126,100,12.5,rain,0,0,17.3,13.2,177.3,1007.8,70.6,8.2,105.2,9.2,4,10,2023-02-20T06:17:54,2023-02-20T18:01:32,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,2/21/2023,29.1,23.6,26.3,32.1,23.6,27.3,22.6,80.8,0.547,100,8.33,rain,0,0,10.8,12.4,245.8,1011,90.5,9.4,50.6,4.4,2,10,2023-02-21T06:17:24,2023-02-21T18:01:48,0.03,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,2/22/2023,31,21.6,26.8,33.8,21.6,28,20.8,71,0,0,0,,0,0,15.1,15.8,336.1,1011.1,45.5,9.3,154.2,13.3,6,10,2023-02-22T06:16:54,2023-02-22T18:02:05,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,2/23/2023,31.8,23.6,27.3,35.9,23.6,29.3,22.2,74.4,0,0,0,,0,0,35.3,21.3,275.7,1010.1,37.3,9.4,160.5,13.9,6,10,2023-02-23T06:16:23,2023-02-23T18:02:20,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,2/24/2023,33,24.9,28.3,38,24.9,31,23,73.9,0,0,0,,0,0,24.1,13.1,351.5,1010.3,49.8,8.5,146.9,12.7,6,10,2023-02-24T06:15:51,2023-02-24T18:02:35,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,2/25/2023,33,25.4,28.8,39.1,25.4,31.8,22.8,70.9,0.016,100,4.17,rain,0,0,20.2,17.9,80.7,1013,70.5,9.5,100.6,8.8,5,10,2023-02-25T06:15:18,2023-02-25T18:02:50,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,2/26/2023,32,26.8,28.8,35.6,28.4,31.2,21.1,63.5,0,0,0,rain,0,0,55.1,23.7,63,1014.9,67.2,9.6,125.5,10.7,5,10,2023-02-26T06:14:45,2023-02-26T18:03:04,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,2/27/2023,31.3,25.2,27.9,33.6,25.2,28.9,19.5,61,0,0,0,rain,0,0,52.2,25.7,74.2,1015.7,49.8,9.7,141.6,12.2,7,10,2023-02-27T06:14:11,2023-02-27T18:03:18,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,2/28/2023,31.9,23.6,27.2,34.7,23.6,28,18.9,60.8,0,0,0,rain,0,0,36.4,21.6,84.6,1015.7,48.2,9.8,141.4,12.3,7,10,2023-02-28T06:13:36,2023-02-28T18:03:31,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/1/2023,30.1,22.4,26.8,34.1,22.4,28.4,21,70.8,0,0,0,,0,0,17.3,15.9,316.7,1014.3,47.8,9.7,104.3,9.1,4,10,2023-03-01T06:13:01,2023-03-01T18:03:44,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/2/2023,30.8,21.7,26.7,31.9,21.7,27.3,20.1,68.3,0,0,0,rain,0,0,36,21.3,90.5,1015.5,62,9.8,102.7,9.1,6,10,2023-03-02T06:12:25,2023-03-02T18:03:56,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,F0027,E0758,98433099999,98425099999"
quezon city,3/3/2023,31.8,22.3,26.7,32.8,22.3,27.1,18.3,61,0,0,0,,0,0,37.8,25.6,79.9,1015.7,39.8,9.9,133.4,11.7,7,10,2023-03-03T06:11:48,2023-03-03T18:04:08,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98432099999,98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/4/2023,31,22.3,26.6,32.5,22.3,27.3,19.1,64.3,0,0,0,,0,0,27,16.5,67.1,1016.6,39.8,9.3,145.6,12.7,6,10,2023-03-04T06:11:11,2023-03-04T18:04:20,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/5/2023,31.9,21.8,26.3,33,21.8,26.8,18.7,64.2,0.002,100,4.17,rain,0,0,29.5,17.8,99.4,1015.7,29.6,9.4,151.7,13.2,7,10,2023-03-05T06:10:34,2023-03-05T18:04:31,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/6/2023,31.9,21.1,26.3,33.3,21.1,26.7,17.6,60,0,0,0,,0,0,36,16.1,52.3,1015.6,27,9.3,179.3,15.5,7,10,2023-03-06T06:09:56,2023-03-06T18:04:42,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/7/2023,30.9,20.2,26.4,32.9,20.2,27.1,19.2,65.5,0,0,0,,0,0,288,23.7,83.2,1015.3,32.1,9.7,151.8,13.3,7,10,2023-03-07T06:09:17,2023-03-07T18:04:52,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/8/2023,31.9,21.3,26.4,35.6,21.3,27.5,20.2,69.1,0,0,0,,0,0,18.4,22.7,98,1014.7,36.5,9.5,119.3,10.3,4,10,2023-03-08T06:08:38,2023-03-08T18:05:02,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/9/2023,32.1,22.1,27.1,34.2,22.1,28.2,20.2,67,0,0,0,,0,0,16.2,15.3,87.7,1013.2,34.1,9.7,144.3,12.5,6,10,2023-03-09T06:07:59,2023-03-09T18:05:12,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/10/2023,31.9,22.6,26.5,35.5,22.6,27.5,20.1,68.7,0.039,100,8.33,rain,0,0,36,23.2,111.4,1012.9,52.9,9.6,102.4,8.9,4,10,2023-03-10T06:07:19,2023-03-10T18:05:22,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,F9028,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/11/2023,30,21.4,26.1,32.5,21.4,26.7,19.1,66.2,0.021,100,4.17,rain,0,0,38.9,20.2,124.5,1013.3,32.1,9.6,161.7,14,6,10,2023-03-11T06:06:39,2023-03-11T18:05:31,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,F9028,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/12/2023,32,20,26.8,33.4,20,27.6,19.3,64.8,0,0,0,,0,0,16.6,19.7,129.2,1012.5,36.5,9.5,166.3,14.3,6,10,2023-03-12T06:05:59,2023-03-12T18:05:40,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/13/2023,29.9,23.9,25.9,33.1,23.9,26.6,21,74.5,5.554,100,16.67,rain,0,0,24.5,14.8,117.5,1011.9,75.2,9.3,73.3,6.5,4,10,2023-03-13T06:05:18,2023-03-13T18:05:48,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/14/2023,32,22.7,27,34,22.7,27.7,19.2,63.9,0,0,0,,0,0,36,19.1,122.7,1011.3,36.3,9.5,179.4,15.6,7,10,2023-03-14T06:04:37,2023-03-14T18:05:57,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/15/2023,32.1,22.6,27.7,35.8,22.6,29.2,20.5,65.9,0,0,0,,0,0,33.5,18.2,100,1012.4,55.4,9.5,119.5,10.4,6,10,2023-03-15T06:03:55,2023-03-15T18:06:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,F9028,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/16/2023,33.5,22.8,28.2,36.2,22.8,29.7,20.8,65.3,0,0,0,,0,0,36,27.2,102,1013.2,33.9,9.7,121.5,10.5,8,10,2023-03-16T06:03:13,2023-03-16T18:06:13,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/17/2023,32.1,23.3,27.9,35.8,23.3,29.6,21.1,67,0,0,0,,0,0,35.3,20.9,118.4,1012.8,40.6,9.8,94.4,8.1,5,10,2023-03-17T06:02:31,2023-03-17T18:06:20,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/18/2023,33.1,22.8,28.2,38.1,22.8,30.1,21,65.9,0,0,0,,0,0,35.3,17.6,125.9,1011.9,32.2,9.6,179,15.5,7,10,2023-03-18T06:01:49,2023-03-18T18:06:28,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/19/2023,33,24.7,28.4,36,24.7,29.7,20.3,62.7,0,0,0,,0,0,36,17.2,129.9,1011.6,37.1,9.6,178.3,15.5,7,10,2023-03-19T06:01:07,2023-03-19T18:06:35,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/20/2023,33,22.7,27.9,36.1,22.7,29.4,20.5,64.8,0,0,0,,0,0,28.8,17,128.2,1010.5,46.2,9.7,169.5,14.7,6,10,2023-03-20T06:00:25,2023-03-20T18:06:42,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/21/2023,32.6,23.3,28,35.7,23.3,29.5,20.7,65.7,0,0,0,,0,0,16.2,16.1,142.4,1010.3,34.1,9.6,175.5,15.2,6,10,2023-03-21T05:59:42,2023-03-21T18:06:50,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/22/2023,34,24.2,29,38.1,24.2,31.2,21.3,64.2,0,0,0,,0,0,180,22.9,121.7,1009.8,30.2,9.5,183.4,15.9,7,10,2023-03-22T05:58:59,2023-03-22T18:06:57,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,E0758,98433099999,98425099999"
quezon city,3/23/2023,35,24.1,29.9,38.2,24.1,32.5,21.6,63.2,0,0,0,,0,0,20.5,18.2,122,1010.2,26.3,9.5,175.3,15.2,7,10,2023-03-23T05:58:17,2023-03-23T18:07:03,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/24/2023,34.3,24.8,30,40.6,24.8,33.7,22.6,65.3,0,0,0,,0,0,37.1,19.9,115.3,1011.1,37.1,9.5,125.6,10.7,5,30,2023-03-24T05:57:34,2023-03-24T18:07:10,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/25/2023,35.2,25.5,30.4,39.3,25.5,34.1,22.6,64.5,0,0,0,,0,0,39.6,20.2,120.6,1010.7,27.2,9.5,151.6,13.2,6,10,2023-03-25T05:56:51,2023-03-25T18:07:17,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/26/2023,35,24.3,29.4,39.5,24.3,32.3,22.2,66.3,0,0,0,,0,0,28.8,14.4,140.9,1010,28.2,9.4,185.3,15.9,6,10,2023-03-26T05:56:08,2023-03-26T18:07:24,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/27/2023,33.9,23.9,29.5,39.1,23.9,32.2,21.5,63.4,0,0,0,,0,0,36,21.6,118.8,1010.5,31.9,9.6,162.3,14.1,7,10,2023-03-27T05:55:25,2023-03-27T18:07:30,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,3/28/2023,34.9,23.3,29.4,39.4,23.3,31.7,21.1,62,0,0,0,,0,0,18,18.4,124.7,1011.4,36.9,9.4,160,13.8,6,10,2023-03-28T05:54:42,2023-03-28T18:07:37,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/29/2023,33.9,23.9,29.1,39.2,23.9,31.5,21.4,63.9,0,0,0,,0,0,35.3,16.3,113.8,1010.8,61.2,9.3,166.6,14.4,6,10,2023-03-29T05:54:00,2023-03-29T18:07:44,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,3/30/2023,34,22.6,29.4,39.4,22.6,32.4,21.8,64.8,0,0,0,,0,0,21.2,16.9,130.4,1009.6,60.9,9.3,151.1,12.9,5,10,2023-03-30T05:53:17,2023-03-30T18:07:50,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,3/31/2023,34,25.3,29.8,41.7,25.3,33.8,23.1,68.1,0.089,100,8.33,rain,0,0,15.8,32.4,95,1010,46.3,9.3,128.2,11.1,5,10,2023-03-31T05:52:34,2023-03-31T18:07:57,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/1/2023,35,24.3,30,40.4,24.3,33.2,22.3,64.8,0,0,0,,0,0,28.8,16.5,125.8,1009.6,34.3,9.4,150.3,12.9,6,10,2023-04-01T05:51:52,2023-04-01T18:08:03,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/2/2023,34.1,23.8,29.3,39.4,23.8,32.7,22.8,69.1,0,0,0,,0,0,19.4,14.4,108.2,1009.3,56.8,9,161.6,14.1,6,10,2023-04-02T05:51:10,2023-04-02T18:08:10,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/3/2023,33.1,24.9,29.4,38.1,24.9,33.1,23,69,0,0,0,,0,0,24.1,16.1,129.1,1009.2,46.7,9.1,129.4,11.1,5,10,2023-04-03T05:50:28,2023-04-03T18:08:17,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/4/2023,32,24.1,28,36.7,24.1,30.3,22.5,73.1,5.093,100,8.33,rain,0,0,18.7,20.6,112.7,1010.1,67.1,9,98.8,8.6,4,10,2023-04-04T05:49:46,2023-04-04T18:08:24,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/5/2023,32.7,23.4,28.4,35.8,23.4,30.3,21.1,65.5,0,0,0,,0,0,36,16.3,127.5,1010.8,51.8,9.3,138.1,12,6,10,2023-04-05T05:49:04,2023-04-05T18:08:31,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,98433099999,E0758,98425099999"
quezon city,4/6/2023,33.1,24.3,29,36.9,24.3,31,20.5,60.7,0,0,0,,0,0,17.3,23.1,100,1010.5,53.6,9.4,167.7,14.6,6,10,2023-04-06T05:48:22,2023-04-06T18:08:38,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/7/2023,33.1,24.8,29.3,38.1,24.8,31.9,21.6,64.2,0,0,0,,0,0,16.9,23.8,228.7,1011.1,67.3,9.1,198.7,17.2,7,10,2023-04-07T05:47:41,2023-04-07T18:08:45,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,4/8/2023,35,25,29.5,39.1,25,32.6,22.1,65.8,0,0,0,,0,0,43.2,14.9,70.9,1012.3,66.9,9,196.7,17,7,10,2023-04-08T05:47:00,2023-04-08T18:08:53,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,C6BR3,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,4/9/2023,32.2,26.4,29,36.8,26.4,31.9,22.1,66.9,0,0,0,,0,0,39.6,16.1,100.8,1011.6,51.1,9.5,187.3,16.2,8,10,2023-04-09T05:46:20,2023-04-09T18:09:00,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,4/10/2023,33,24.3,28.9,37,24.3,31.4,21.7,66.1,0,0,0,,0,0,24.8,14.6,124.6,1010.8,46.5,9.7,180.2,15.6,7,10,2023-04-10T05:45:40,2023-04-10T18:09:08,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/11/2023,33.1,25.5,28.7,38.1,25.5,31.5,22.2,68.5,0.185,100,4.17,rain,0,0,36,16.7,297.8,1009.7,84.8,8.8,176.6,15.4,7,10,2023-04-11T05:45:00,2023-04-11T18:09:16,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,4/12/2023,29.3,25.9,27.2,33.8,25.9,29.3,23.4,79.5,0.198,100,8.33,rain,0,0,24.1,11,333.6,1008.2,85.9,8.3,70.3,6.2,3,10,2023-04-12T05:44:20,2023-04-12T18:09:24,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98432099999,98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,4/13/2023,28,23.9,25.7,32,23.9,26.5,24,90.4,55.001,100,33.33,rain,0,0,24.5,21.6,254.1,1008,99,6.3,58,5,2,10,2023-04-13T05:43:41,2023-04-13T18:09:32,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,RPLC,98327099999,98428099999,98434099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,4/14/2023,31.5,23.9,26.9,36.5,23.9,29.3,24.1,85.8,0.469,100,20.83,rain,0,0,19.1,14.6,203.2,1009.4,94.3,7.8,108.3,9.4,5,30,2023-04-14T05:43:02,2023-04-14T18:09:41,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/15/2023,33.2,24.3,28.5,40.3,24.3,31.9,24.3,79.1,0.014,100,4.17,rain,0,0,28.8,19.8,266.1,1008.8,77.6,8.2,211.8,18.4,7,10,2023-04-15T05:42:24,2023-04-15T18:09:49,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,4/16/2023,33.4,26.6,29.2,39.3,26.6,33.9,24.4,76.4,0,0,0,rain,0,0,18.4,21.9,260.7,1008.3,65.9,8.6,180.5,15.7,8,30,2023-04-16T05:41:46,2023-04-16T18:09:58,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/17/2023,33.9,26.3,29.7,40.4,26.3,34.6,24.2,73.3,0.011,100,8.33,rain,0,0,20.9,17,186.6,1011,65.9,8.8,152.8,13.2,5,30,2023-04-17T05:41:09,2023-04-17T18:10:08,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,C6CX3,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/18/2023,35,25.3,30.6,41.9,25.3,35.2,23.7,68,0,0,0,rain,0,0,18,17.7,126.4,1011.5,38.9,8.9,185.6,16.1,6,60,2023-04-18T05:40:32,2023-04-18T18:10:17,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,F0027,98433099999,E0758,98425099999"
quezon city,4/19/2023,35.9,27.2,30.9,41.9,29.9,35.9,23.6,66.2,0,0,0,,0,0,18.4,18.4,145.5,1008.4,40,9.5,222,19,8,60,2023-04-19T05:39:56,2023-04-19T18:10:27,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/20/2023,35.9,26.9,31,43.1,29.9,36.4,24.1,68.5,0,0,0,,0,0,25.2,14.8,184.3,1006.7,32.4,9.5,235.3,20.5,8,60,2023-04-20T05:39:20,2023-04-20T18:10:37,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/21/2023,34.8,27,30.5,43.7,30.3,36.2,24.4,71.3,0,0,0,,0,0,22,23.3,262.5,1007.8,48.2,9,198.3,17.1,7,30,2023-04-21T05:38:45,2023-04-21T18:10:47,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/22/2023,34.1,27.2,30.4,42,30.2,36.6,24.8,72.9,6.563,100,8.33,rain,0,0,13,13.2,147.2,1008.8,54.4,8.8,173.2,15.1,7,60,2023-04-22T05:38:10,2023-04-22T18:10:57,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
quezon city,4/23/2023,35.1,24.9,30.7,43.1,24.9,35.4,23.5,66.5,0,0,0,rain,0,0,22,12.9,133.5,1010,51.4,9.2,181.3,15.7,7,30,2023-04-23T05:37:36,2023-04-23T18:11:08,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"98429099999,RPLC,98327099999,98428099999,RPLL,98430099999,98433099999,E0758,98425099999"
